date,Sector,ETF,total_actions,changed_actions,no_change_actions,avg_target_revision_pct,median_target_revision_pct,unique_brokers,unique_tickers,change_rate
2016-08-01,Consumer Discretionary,XLY.US,3,1,2,,,2,3,0.3333333333333333
2016-08-01,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-08-01,Healthcare,XLV.US,3,3,0,,,3,2,1.0
2016-08-01,Technology,XLK.US,2,1,1,,,2,2,0.5
2016-08-02,Consumer Discretionary,XLY.US,1,0,1,17.058823529411764,17.058823529411764,1,1,0.0
2016-08-02,Technology,XLK.US,1,0,1,,,1,1,0.0
2016-08-03,Communication Services,XLC.US,3,1,2,2.449712643678161,2.449712643678161,3,1,0.3333333333333333
2016-08-03,Healthcare,XLV.US,6,2,4,14.332322396838526,7.6923076923076925,2,2,0.3333333333333333
2016-08-03,Technology,XLK.US,1,1,0,4.3478260869565215,4.3478260869565215,1,1,1.0
2016-08-04,Consumer Discretionary,XLY.US,2,0,2,,,2,1,0.0
2016-08-04,Healthcare,XLV.US,2,2,0,0.9029345372460496,0.9029345372460496,2,1,1.0
2016-08-04,Industrials,XLI.US,1,0,1,,,1,1,0.0
2016-08-04,Technology,XLK.US,1,0,1,,,1,1,0.0
2016-08-04,Utilities,XLU.US,1,0,1,,,1,1,0.0
2016-08-05,Communication Services,XLC.US,7,2,5,9.843353985214451,9.523809523809524,5,2,0.2857142857142857
2016-08-05,Consumer Discretionary,XLY.US,6,5,1,15.492957746478872,15.492957746478872,6,2,0.8333333333333334
2016-08-05,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-08-05,Healthcare,XLV.US,8,3,5,3.254736984475282,3.4482758620689653,7,2,0.375
2016-08-05,Technology,XLK.US,5,2,3,24.20634920634921,24.20634920634921,5,3,0.4
2016-08-08,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-08-08,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-08-08,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-08-08,Technology,XLK.US,5,4,1,,,4,4,0.8
2016-08-09,Technology,XLK.US,7,2,5,,,5,3,0.2857142857142857
2016-08-10,Communication Services,XLC.US,2,0,2,,,2,1,0.0
2016-08-10,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2016-08-10,Healthcare,XLV.US,2,0,2,11.76470588235294,11.76470588235294,2,1,0.0
2016-08-10,Technology,XLK.US,3,3,0,,,3,3,1.0
2016-08-11,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2016-08-11,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-08-11,Technology,XLK.US,3,3,0,1.7391304347826086,1.7391304347826086,3,3,1.0
2016-08-11,Utilities,XLU.US,1,0,1,,,1,1,0.0
2016-08-12,Technology,XLK.US,4,2,2,5.813953488372099,5.813953488372099,4,1,0.5
2016-08-15,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-08-15,Healthcare,XLV.US,1,0,1,,,0,1,0.0
2016-08-15,Technology,XLK.US,5,3,2,,,5,3,0.6
2016-08-16,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2016-08-16,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-08-16,Healthcare,XLV.US,4,2,2,,,2,3,0.5
2016-08-16,Technology,XLK.US,4,2,2,,,4,3,0.5
2016-08-17,Healthcare,XLV.US,1,0,1,,,0,1,0.0
2016-08-17,Industrials,XLI.US,2,1,1,18.181818181818183,18.181818181818183,2,1,0.5
2016-08-17,Technology,XLK.US,4,4,0,,,4,3,1.0
2016-08-18,Consumer Discretionary,XLY.US,1,0,1,22.22222222222222,22.22222222222222,1,1,0.0
2016-08-18,Consumer Staples,XLP.US,2,0,2,,,2,1,0.0
2016-08-18,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-08-18,Industrials,XLI.US,1,1,0,20.212765957446805,20.212765957446805,1,1,1.0
2016-08-18,Technology,XLK.US,10,3,7,7.698412698412698,7.341269841269841,9,2,0.3
2016-08-19,Consumer Discretionary,XLY.US,7,1,6,8.536953242835596,10.76923076923077,5,1,0.14285714285714285
2016-08-19,Technology,XLK.US,4,3,1,14.052287581699346,16.666666666666664,4,2,0.75
2016-08-22,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-08-22,Technology,XLK.US,2,1,1,,,2,2,0.5
2016-08-23,Technology,XLK.US,1,1,0,12.5,12.5,1,1,1.0
2016-08-24,Technology,XLK.US,10,5,5,4.758182197206588,3.8461538461538463,7,2,0.5
2016-08-25,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-08-25,Healthcare,XLV.US,2,2,0,,,2,1,1.0
2016-08-25,Industrials,XLI.US,3,2,1,8.870967741935484,8.870967741935484,2,2,0.6666666666666666
2016-08-25,Technology,XLK.US,14,5,9,10.281899273279732,8.108108108108109,11,5,0.35714285714285715
2016-08-26,Consumer Staples,XLP.US,3,2,1,-10.927727019681043,-7.4074074074074066,3,1,0.6666666666666666
2016-08-26,Healthcare,XLV.US,2,2,0,,,2,2,1.0
2016-08-26,Technology,XLK.US,6,4,2,15.384615384615385,15.384615384615385,6,1,0.6666666666666666
2016-08-29,Communication Services,XLC.US,2,2,0,,,2,2,1.0
2016-08-29,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-08-29,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-08-29,Technology,XLK.US,6,4,2,,,5,4,0.6666666666666666
2016-08-30,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-08-30,Technology,XLK.US,9,7,2,19.618055555555557,19.618055555555557,7,6,0.7777777777777778
2016-08-31,Communication Services,XLC.US,1,0,1,-13.684210526315791,-13.684210526315791,1,1,0.0
2016-08-31,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2016-08-31,Technology,XLK.US,10,4,6,-0.15466123687467329,1.7966223499820337,9,1,0.4
2016-08-31,Utilities,XLU.US,1,0,1,,,0,1,0.0
2016-09-01,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-09-01,Consumer Staples,XLP.US,2,2,0,,,2,2,1.0
2016-09-01,Technology,XLK.US,5,3,2,30.0,30.0,4,3,0.6
2016-09-02,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-09-02,Consumer Discretionary,XLY.US,4,3,1,,,4,1,0.75
2016-09-02,Healthcare,XLV.US,2,1,1,,,2,2,0.5
2016-09-02,Technology,XLK.US,12,7,5,5.907066969343076,5.263157894736842,11,2,0.5833333333333334
2016-09-06,Communication Services,XLC.US,2,1,1,,,2,2,0.5
2016-09-06,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-09-06,Healthcare,XLV.US,2,2,0,,,1,2,1.0
2016-09-06,Technology,XLK.US,8,2,6,0.0,0.0,7,6,0.25
2016-09-07,Communication Services,XLC.US,1,1,0,6.666666666666667,6.666666666666667,1,1,1.0
2016-09-07,Healthcare,XLV.US,2,2,0,-3.7037037037037033,-3.7037037037037033,2,2,1.0
2016-09-07,Industrials,XLI.US,1,0,1,,,0,1,0.0
2016-09-07,Technology,XLK.US,5,4,1,7.6923076923076925,7.6923076923076925,5,3,0.8
2016-09-08,Consumer Discretionary,XLY.US,2,2,0,-5.0,-5.0,2,2,1.0
2016-09-08,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-09-08,Technology,XLK.US,5,3,2,,,4,3,0.6
2016-09-09,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-09-09,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-09-09,Industrials,XLI.US,1,1,0,,,1,1,1.0
2016-09-09,Technology,XLK.US,2,2,0,17.647058823529413,17.647058823529413,2,2,1.0
2016-09-12,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-09-12,Consumer Discretionary,XLY.US,2,1,1,,,2,2,0.5
2016-09-12,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-09-12,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-09-12,Technology,XLK.US,3,0,3,,,3,3,0.0
2016-09-13,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-09-13,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2016-09-13,Technology,XLK.US,3,3,0,,,3,3,1.0
2016-09-14,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-09-14,Healthcare,XLV.US,3,2,1,-9.208472686733556,-9.208472686733556,2,3,0.6666666666666666
2016-09-14,Technology,XLK.US,3,1,2,-4.285714285714285,-4.285714285714285,3,3,0.3333333333333333
2016-09-15,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-09-15,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-09-15,Healthcare,XLV.US,2,0,2,30.238095238095237,30.238095238095237,2,2,0.0
2016-09-15,Technology,XLK.US,5,2,3,1.1270320093849506,2.564102564102564,5,4,0.4
2016-09-16,Consumer Discretionary,XLY.US,1,0,1,19.047619047619047,19.047619047619047,1,1,0.0
2016-09-16,Consumer Staples,XLP.US,2,2,0,,,1,2,1.0
2016-09-16,Healthcare,XLV.US,2,0,2,19.230769230769234,19.230769230769234,2,2,0.0
2016-09-16,Technology,XLK.US,6,3,3,10.41507024265645,5.555555555555555,5,4,0.5
2016-09-19,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2016-09-19,Financials,XLF.US,1,1,0,,,1,1,1.0
2016-09-19,Healthcare,XLV.US,3,1,2,,,2,2,0.3333333333333333
2016-09-19,Technology,XLK.US,6,2,4,,,6,2,0.3333333333333333
2016-09-19,Utilities,XLU.US,1,1,0,,,1,1,1.0
2016-09-20,Consumer Discretionary,XLY.US,1,1,0,,,0,1,1.0
2016-09-20,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2016-09-20,Technology,XLK.US,6,3,3,10.0,10.0,3,5,0.5
2016-09-21,Technology,XLK.US,11,5,6,9.668118766479422,9.090909090909092,10,3,0.45454545454545453
2016-09-22,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-09-22,Consumer Discretionary,XLY.US,2,1,1,,,2,1,0.5
2016-09-22,Healthcare,XLV.US,2,0,2,,,2,2,0.0
2016-09-22,Technology,XLK.US,1,1,0,4.166666666666666,4.166666666666666,1,1,1.0
2016-09-23,Communication Services,XLC.US,3,2,1,,,2,3,0.6666666666666666
2016-09-23,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-09-23,Consumer Staples,XLP.US,4,4,0,,,3,2,1.0
2016-09-23,Financials,XLF.US,1,1,0,,,1,1,1.0
2016-09-23,Industrials,XLI.US,1,1,0,,,1,1,1.0
2016-09-23,Technology,XLK.US,2,0,2,15.454545454545453,15.454545454545453,2,2,0.0
2016-09-26,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-09-26,Consumer Discretionary,XLY.US,2,2,0,,,2,1,1.0
2016-09-26,Technology,XLK.US,1,0,1,,,1,1,0.0
2016-09-27,Communication Services,XLC.US,4,3,1,7.026143790849673,7.026143790849673,2,4,0.75
2016-09-27,Consumer Discretionary,XLY.US,1,1,0,8.108108108108109,8.108108108108109,1,1,1.0
2016-09-27,Healthcare,XLV.US,2,1,1,-16.071428571428573,-16.071428571428573,2,2,0.5
2016-09-28,Communication Services,XLC.US,2,2,0,2.1838892197736746,2.1838892197736746,2,2,1.0
2016-09-28,Consumer Discretionary,XLY.US,4,2,2,,,3,3,0.5
2016-09-28,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-09-28,Technology,XLK.US,8,6,2,14.281400966183575,14.281400966183575,8,3,0.75
2016-09-29,Consumer Discretionary,XLY.US,3,2,1,13.939393939393941,13.939393939393941,2,2,0.6666666666666666
2016-09-29,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-09-29,Healthcare,XLV.US,2,1,1,,,2,1,0.5
2016-09-29,Industrials,XLI.US,2,1,1,,,2,2,0.5
2016-09-29,Technology,XLK.US,1,0,1,,,1,1,0.0
2016-09-30,Communication Services,XLC.US,2,1,1,2.5,2.5,1,2,0.5
2016-09-30,Consumer Discretionary,XLY.US,3,2,1,,,1,2,0.6666666666666666
2016-09-30,Consumer Staples,XLP.US,7,5,2,0.8001147958916478,0.5649717514124294,6,2,0.7142857142857143
2016-09-30,Technology,XLK.US,8,5,3,11.11111111111111,11.11111111111111,7,6,0.625
2016-10-03,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-10-03,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-10-03,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-10-03,Healthcare,XLV.US,3,1,2,,,2,3,0.3333333333333333
2016-10-03,Technology,XLK.US,9,4,5,,,8,7,0.4444444444444444
2016-10-04,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-10-05,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-10-05,Consumer Discretionary,XLY.US,1,0,1,18.75,18.75,1,1,0.0
2016-10-05,Healthcare,XLV.US,4,0,4,,,1,4,0.0
2016-10-05,Technology,XLK.US,12,8,4,10.972222222222221,13.61111111111111,10,2,0.6666666666666666
2016-10-06,Communication Services,XLC.US,2,1,1,,,1,2,0.5
2016-10-06,Consumer Staples,XLP.US,2,2,0,,,2,2,1.0
2016-10-06,Healthcare,XLV.US,2,2,0,,,2,2,1.0
2016-10-06,Technology,XLK.US,2,0,2,,,2,2,0.0
2016-10-07,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-10-07,Technology,XLK.US,1,1,0,,,1,1,1.0
2016-10-10,Communication Services,XLC.US,2,2,0,,,2,2,1.0
2016-10-10,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-10-10,Technology,XLK.US,3,2,1,,,3,3,0.6666666666666666
2016-10-10,Utilities,XLU.US,1,1,0,,,1,1,1.0
2016-10-11,Communication Services,XLC.US,2,2,0,,,2,2,1.0
2016-10-11,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-10-11,Financials,XLF.US,2,0,2,,,2,1,0.0
2016-10-11,Healthcare,XLV.US,3,2,1,-22.248803827751196,-22.248803827751196,3,1,0.6666666666666666
2016-10-11,Technology,XLK.US,3,2,1,4.166666666666666,4.166666666666666,2,2,0.6666666666666666
2016-10-12,Communication Services,XLC.US,1,1,0,10.869565217391305,10.869565217391305,1,1,1.0
2016-10-12,Consumer Discretionary,XLY.US,1,0,1,19.760479041916167,19.760479041916167,1,1,0.0
2016-10-12,Consumer Staples,XLP.US,3,3,0,,,2,2,1.0
2016-10-12,Healthcare,XLV.US,1,1,0,6.60377358490566,6.60377358490566,1,1,1.0
2016-10-12,Industrials,XLI.US,2,2,0,-4.25531914893617,-4.25531914893617,2,1,1.0
2016-10-12,Technology,XLK.US,14,11,3,-1.120997034909725,-4.761904761904765,11,6,0.7857142857142857
2016-10-13,Communication Services,XLC.US,2,1,1,,,1,2,0.5
2016-10-13,Consumer Discretionary,XLY.US,2,1,1,,,1,1,0.5
2016-10-13,Healthcare,XLV.US,2,1,1,,,1,2,0.5
2016-10-13,Technology,XLK.US,2,1,1,0.0,0.0,1,2,0.5
2016-10-14,Communication Services,XLC.US,2,0,2,6.8181818181818175,6.8181818181818175,2,2,0.0
2016-10-14,Financials,XLF.US,1,0,1,,,0,1,0.0
2016-10-14,Technology,XLK.US,2,2,0,0.8130081300813009,0.8130081300813009,2,2,1.0
2016-10-17,Communication Services,XLC.US,9,7,2,,,7,5,0.7777777777777778
2016-10-17,Consumer Discretionary,XLY.US,3,2,1,,,2,3,0.6666666666666666
2016-10-17,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-10-17,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2016-10-18,Communication Services,XLC.US,16,6,10,23.911656611885444,20.869565217391305,13,3,0.375
2016-10-18,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-10-18,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-10-18,Healthcare,XLV.US,1,0,1,-18.0327868852459,-18.0327868852459,1,1,0.0
2016-10-18,Technology,XLK.US,1,0,1,8.333333333333332,8.333333333333332,1,1,0.0
2016-10-19,Consumer Discretionary,XLY.US,3,1,2,-9.191176470588236,-9.191176470588236,3,3,0.3333333333333333
2016-10-19,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-10-19,Healthcare,XLV.US,5,1,4,4.600658394073289,4.600658394073289,5,2,0.2
2016-10-19,Technology,XLK.US,13,9,4,-4.088040765061635,-5.442176870748299,12,1,0.6923076923076923
2016-10-20,Consumer Discretionary,XLY.US,6,5,1,0.14231499051233398,0.14231499051233398,6,3,0.8333333333333334
2016-10-20,Consumer Staples,XLP.US,2,1,1,,,1,2,0.5
2016-10-20,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-10-20,Technology,XLK.US,5,2,3,7.731092436974787,6.66666666666666,3,2,0.4
2016-10-21,Consumer Discretionary,XLY.US,1,0,1,-19.736842105263158,-19.736842105263158,1,1,0.0
2016-10-21,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-10-21,Financials,XLF.US,2,2,0,,,2,1,1.0
2016-10-21,Technology,XLK.US,14,10,4,10.441438640132668,8.166666666666666,13,4,0.7142857142857143
2016-10-24,Communication Services,XLC.US,4,3,1,,,4,4,0.75
2016-10-24,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2016-10-24,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-10-24,Technology,XLK.US,3,3,0,,,3,3,1.0
2016-10-25,Consumer Discretionary,XLY.US,2,1,1,,,2,2,0.5
2016-10-25,Healthcare,XLV.US,1,0,1,2.1505376344086025,2.1505376344086025,1,1,0.0
2016-10-25,Technology,XLK.US,3,1,2,10.0,10.0,2,2,0.3333333333333333
2016-10-26,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2016-10-26,Consumer Discretionary,XLY.US,2,1,1,12.068965517241379,12.068965517241379,2,2,0.5
2016-10-26,Healthcare,XLV.US,2,2,0,1.1494252873563218,1.1494252873563218,2,1,1.0
2016-10-26,Industrials,XLI.US,1,0,1,,,0,1,0.0
2016-10-26,Technology,XLK.US,6,3,3,5.272125723738627,8.0,6,1,0.5
2016-10-27,Consumer Discretionary,XLY.US,2,0,2,,,2,1,0.0
2016-10-27,Healthcare,XLV.US,1,0,1,-1.6348773841961852,-1.6348773841961852,1,1,0.0
2016-10-27,Technology,XLK.US,6,3,3,3.79746835443038,3.79746835443038,4,2,0.5
2016-10-27,Utilities,XLU.US,1,0,1,2.7647975077881655,2.7647975077881655,1,1,0.0
2016-10-28,Communication Services,XLC.US,5,3,2,-7.80713058419244,-7.80713058419244,4,4,0.6
2016-10-28,Consumer Discretionary,XLY.US,12,8,4,14.539473684210526,14.539473684210526,11,2,0.6666666666666666
2016-10-28,Financials,XLF.US,1,1,0,,,1,1,1.0
2016-10-28,Healthcare,XLV.US,3,2,1,-15.544041450777202,-15.544041450777202,3,2,0.6666666666666666
2016-10-28,Technology,XLK.US,3,0,3,,,1,3,0.0
2016-10-31,Communication Services,XLC.US,2,2,0,,,2,2,1.0
2016-10-31,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-10-31,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-10-31,Technology,XLK.US,2,0,2,,,1,2,0.0
2016-11-01,Technology,XLK.US,2,1,1,,,0,1,0.5
2016-11-02,Communication Services,XLC.US,5,2,3,8.228368017524645,8.228368017524645,3,1,0.4
2016-11-02,Healthcare,XLV.US,9,5,4,-12.35411981865071,-7.142857142857142,7,3,0.5555555555555556
2016-11-02,Technology,XLK.US,1,1,0,,,1,1,1.0
2016-11-03,Communication Services,XLC.US,12,10,2,-2.3554988430651966,-3.225806451612903,11,2,0.8333333333333334
2016-11-03,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-11-03,Technology,XLK.US,7,4,3,1.1904761904761907,1.1904761904761907,5,6,0.5714285714285714
2016-11-04,Communication Services,XLC.US,5,4,1,11.72487526728439,11.72487526728439,5,2,0.8
2016-11-04,Consumer Discretionary,XLY.US,5,2,3,-5.647590361445784,-5.647590361445784,5,1,0.4
2016-11-04,Consumer Staples,XLP.US,2,0,2,,,2,1,0.0
2016-11-04,Healthcare,XLV.US,1,0,1,-15.401785714285715,-15.401785714285715,1,1,0.0
2016-11-04,Technology,XLK.US,7,4,3,12.548341254309944,15.068493150684931,5,2,0.5714285714285714
2016-11-07,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2016-11-07,Healthcare,XLV.US,9,7,2,,,5,6,0.7777777777777778
2016-11-07,Technology,XLK.US,1,1,0,,,1,1,1.0
2016-11-08,Consumer Discretionary,XLY.US,11,9,2,8.500652255091953,8.974358974358974,11,1,0.8181818181818182
2016-11-08,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2016-11-08,Healthcare,XLV.US,3,0,3,5.188172043010752,5.188172043010752,3,1,0.0
2016-11-08,Technology,XLK.US,4,3,1,10.69094304388422,7.142857142857142,4,1,0.75
2016-11-10,Healthcare,XLV.US,2,2,0,-13.793103448275861,-13.793103448275861,2,2,1.0
2016-11-10,Technology,XLK.US,2,1,1,,,2,2,0.5
2016-11-11,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2016-11-11,Technology,XLK.US,5,3,2,25.916666666666668,25.916666666666668,5,2,0.6
2016-11-14,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-11-14,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-11-14,Technology,XLK.US,1,0,1,,,1,1,0.0
2016-11-15,Technology,XLK.US,1,1,0,,,1,1,1.0
2016-11-16,Technology,XLK.US,2,0,2,,,2,2,0.0
2016-11-17,Healthcare,XLV.US,2,2,0,4.132231404958678,4.132231404958678,2,2,1.0
2016-11-17,Technology,XLK.US,11,9,2,0.8999832367287404,-2.7027027027027026,10,2,0.8181818181818182
2016-11-18,Communication Services,XLC.US,2,0,2,,,1,2,0.0
2016-11-18,Consumer Discretionary,XLY.US,4,2,2,6.978266561927206,6.978266561927206,4,2,0.5
2016-11-18,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-11-18,Technology,XLK.US,5,4,1,13.888888888888888,12.5,5,2,0.8
2016-11-18,Utilities,XLU.US,1,1,0,,,1,1,1.0
2016-11-21,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-11-21,Technology,XLK.US,3,2,1,,,1,2,0.6666666666666666
2016-11-22,Communication Services,XLC.US,2,1,1,,,2,2,0.5
2016-11-22,Technology,XLK.US,10,7,3,8.125,8.125,8,3,0.7
2016-11-23,Consumer Discretionary,XLY.US,1,0,1,-1.2247397428046498,-1.2247397428046498,1,1,0.0
2016-11-23,Consumer Staples,XLP.US,3,2,1,11.11111111111111,11.11111111111111,3,1,0.6666666666666666
2016-11-23,Healthcare,XLV.US,3,2,1,,,3,1,0.6666666666666666
2016-11-23,Technology,XLK.US,5,1,4,,,4,4,0.2
2016-11-25,Technology,XLK.US,1,0,1,,,1,1,0.0
2016-11-28,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-11-28,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-11-28,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-11-28,Technology,XLK.US,3,2,1,,,3,3,0.6666666666666666
2016-11-29,Healthcare,XLV.US,3,3,0,-16.761904761904763,-16.0,1,3,1.0
2016-11-29,Technology,XLK.US,4,4,0,5.0,5.0,4,4,1.0
2016-11-30,Technology,XLK.US,11,8,3,2.941176470588235,2.941176470588235,11,4,0.7272727272727273
2016-12-01,Communication Services,XLC.US,1,1,0,17.857142857142858,17.857142857142858,1,1,1.0
2016-12-01,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2016-12-01,Financials,XLF.US,1,1,0,,,1,1,1.0
2016-12-01,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-12-01,Technology,XLK.US,4,0,4,10.0,10.0,2,3,0.0
2016-12-02,Consumer Discretionary,XLY.US,5,4,1,-3.1865042174320513,-3.1865042174320513,5,3,0.8
2016-12-02,Healthcare,XLV.US,1,1,0,12.585034013605442,12.585034013605442,1,1,1.0
2016-12-02,Technology,XLK.US,8,6,2,-9.014442189400249,-12.0,7,2,0.75
2016-12-02,Utilities,XLU.US,1,1,0,-4.545454545454546,-4.545454545454546,1,1,1.0
2016-12-05,Consumer Discretionary,XLY.US,2,2,0,,,2,2,1.0
2016-12-05,Consumer Staples,XLP.US,2,1,1,,,1,1,0.5
2016-12-05,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2016-12-05,Technology,XLK.US,2,2,0,,,2,2,1.0
2016-12-06,Communication Services,XLC.US,2,1,1,,,2,2,0.5
2016-12-06,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-12-06,Technology,XLK.US,2,0,2,,,1,2,0.0
2016-12-07,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-12-07,Healthcare,XLV.US,1,1,0,-4.3478260869565215,-4.3478260869565215,1,1,1.0
2016-12-07,Industrials,XLI.US,1,0,1,,,1,1,0.0
2016-12-07,Technology,XLK.US,1,1,0,,,1,1,1.0
2016-12-08,Communication Services,XLC.US,2,2,0,-6.0,-6.0,2,2,1.0
2016-12-08,Consumer Discretionary,XLY.US,9,5,4,17.353629976580795,7.142857142857142,9,3,0.5555555555555556
2016-12-08,Consumer Staples,XLP.US,3,2,1,6.0606060606060606,6.0606060606060606,3,1,0.6666666666666666
2016-12-08,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2016-12-08,Technology,XLK.US,1,0,1,140.0,140.0,1,1,0.0
2016-12-09,Healthcare,XLV.US,6,2,4,2.9507042253521125,4.401408450704225,5,4,0.3333333333333333
2016-12-09,Industrials,XLI.US,1,0,1,20.012001200120018,20.012001200120018,1,1,0.0
2016-12-09,Technology,XLK.US,7,3,4,5.548227600151647,6.126943005181343,7,1,0.42857142857142855
2016-12-12,Consumer Discretionary,XLY.US,2,1,1,,,2,1,0.5
2016-12-12,Financials,XLF.US,1,1,0,,,1,1,1.0
2016-12-12,Healthcare,XLV.US,3,3,0,,,3,2,1.0
2016-12-12,Technology,XLK.US,3,3,0,,,3,2,1.0
2016-12-13,Healthcare,XLV.US,3,2,1,-27.419354838709676,-27.419354838709676,2,2,0.6666666666666666
2016-12-13,Technology,XLK.US,2,1,1,,,1,2,0.5
2016-12-14,Consumer Discretionary,XLY.US,1,1,0,17.1875,17.1875,1,1,1.0
2016-12-14,Healthcare,XLV.US,1,0,1,-21.379310344827587,-21.379310344827587,1,1,0.0
2016-12-14,Technology,XLK.US,3,2,1,10.465116279069768,10.465116279069768,3,3,0.6666666666666666
2016-12-15,Communication Services,XLC.US,3,3,0,-12.0,-12.0,3,2,1.0
2016-12-15,Technology,XLK.US,3,3,0,63.03030303030303,63.03030303030303,3,3,1.0
2016-12-16,Healthcare,XLV.US,3,3,0,,,3,2,1.0
2016-12-16,Industrials,XLI.US,1,1,0,22.58064516129032,22.58064516129032,1,1,1.0
2016-12-16,Technology,XLK.US,7,4,3,11.354909318323953,4.166666666666666,7,3,0.5714285714285714
2016-12-19,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-12-19,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2016-12-19,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2016-12-19,Healthcare,XLV.US,2,2,0,,,2,2,1.0
2016-12-19,Technology,XLK.US,4,3,1,,,2,3,0.75
2016-12-20,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2016-12-20,Healthcare,XLV.US,9,8,1,-4.584199584199585,-4.584199584199585,8,3,0.8888888888888888
